编号,标签,时间,内容
36253382,"自由小窗,小米11,MIUI系统,稳定版内测",2022-03-20 09:03:56,"MIUI13_小米11稳定版13.0.5.0_将应用悬挂小窗时无显示/隐藏 
操作步骤
触发条件未知
在把应用调整小窗，并且完成时
小窗应用完全隐形
无法显示，背景什么样就什么样
但是点击放大，可以正常使用小窗
之前很长时间都没有发现
预期结果
触发条件未知
在把应用调整小窗，并且完成时
小窗应用完全隐形
无法显示，背景什么样就什么样
但是点击放大，可以正常使用小窗
之前很长时间都没有发现
实际结果
触发条件未知
在把应用调整小窗，并且完成时
小窗应用完全隐形
无法显示，背景什么样就什么样
但是点击放大，可以正常使用小窗
之前很长时间都没有发现"
36538171,"小米11,耗电,MIUI系统,无线充电",2022-03-20 08:44:37,"MIUI13 小米11 稳定版 13.0.5.0 待机耗电严重
操作步骤
晚上待机要消耗30%的电，而且不显示到底是哪里在耗电！"
37011614,"开发版公测,小米11,MIUI系统,三方应用圈",2022-03-19 22:26:09,"MIUI13-小米11公测版13.0.6.1.15-王者荣耀后台打开无法全屏显示/缩小
操作步骤
王者荣耀后台运行再打开，游戏界面屏幕缩小
预期结果
王者荣耀后台运行再打开，游戏界面屏幕缩小
实际结果
王者荣耀后台运行再打开，游戏界面屏幕缩小"
37010749,"小米11,小米社区",2022-03-19 22:03:39,"MIUI13-小米11稳定版13.0.6-小米社区登录摄像头区域闪黑边 
操作步骤
打开小米社区登录账号就开始摄像头闪黑边一直这样
预期结果
能优化好每次登录都这个样子
实际结果
还不知道能不能优化好，刚买的手机就出现这样
补充说明
希望能优化好"
36531591,"MIUI系统,小米11,屏幕显示",2022-03-19 19:10:55,"MIUI13-小米11稳定版13.0.5.0 关闭自动亮度，屏幕依旧自动变暗
操作步骤
小米11手机屏幕没有开启自动调节亮度，屏幕还是自动变暗，怎么填都不行，真是太垃圾了"
37005694,"小米11,耗电,MIUI系统,续航",2022-03-19 15:39:08,"MIUI13 小米11 公测版 13.0.6.1.16 游戏场景耗电严重
操作步骤
你们也是这样吗兄弟们"
35302890,"相机,小米11,MIUI系统",2022-03-19 13:43:23,"MIUI13 小米11 稳定版13.0.5 相机黑屏/故障/无法连接到相机
操作步骤
前段时间因为烧掉了wifi，售后换了新机小米11，最近出现了后置相机无法打开的情况，手电筒也打不开，前置摄像头可以用。
预期结果
开始重启手机，相机就能用了，但是几天又不能用了，重启手机也不行，清除相机数据也不行。我就恢复了出厂，相机又能用了，但过了几天又不行了，直到现在。不想再恢复出厂了，恢复出厂麻烦的很。
实际结果
重启无用，恢复出厂有用，寻求能解决问题的操作
补充说明
总不可能总让我恢复出厂吧，重新恢复数据很影响我使用的"
36528411,"相机,小米11,MIUI系统",2022-03-19 13:38:08,"MIUI13 22.3起 小米11 开发版 相机录像卡顿掉帧
操作步骤
1清空后台
2打开相机
3滑动到录像功能
4按下快门键
5再次按下快门拍摄完成
预期结果
录像的过程预览画面流畅，最终视频画面流畅清晰
实际结果
录像的过程预览画面卡顿，最终视频画面卡顿
补充说明
这种情况特别容易出现在冷启动相机的时候，如果拍完第一个视频，再拍第二个视频，视频就没有卡顿了。"
37002469,"小米11,耗电,MIUI系统",2022-03-19 11:37:06,"MIUI13 小米11 公测版 13.0.6.1.16 日常使用耗电严重
操作步骤
吐血，续航太拉夸了"
36525141,"设置,小米11,桌面,开发版内测,MIUI系统",2022-03-19 10:09:28,"MIUI13 22.3月起 小米11 开发版 无故重启
操作步骤
拿在手上自己给重启了，都好几次了
预期结果
能不能修复自动重启啊
实际结果
手机自己重启，拿在手上突然重启了，好几次这样了，放在口袋也是"
36240257,"小米11,MIUI系统,三方应用圈,屏幕显示",2022-03-19 09:22:37,"MIUI13 22.3月起 QQ视频通话无故绿屏
操作步骤
QQ视频通话卡顿绿屏，会自行正常，但会再出现。此次通话30分钟，出现了4次。
预期结果
QQ视频通话卡顿绿屏
实际结果
QQ视频通话卡顿绿屏"
36524361,"小米11,投屏,MIUI系统",2022-03-19 09:19:36,"MIUI13 小米11 公测版 13.0.6.1.16 投屏扫描无响应/连接失败
操作步骤
我依次使用状态栏投屏与设置里投屏均无法响应。屏幕有录制视频。并且上传bug希望尽快安排修复
预期结果
图片发送成功，开发组重视起来，系统最简单的投屏快些修复
实际结果
如果视频发送失败二次视频可看"
36996434,"系统动画,小米11,MIUI系统,稳定版内测",2022-03-18 23:14:29,"MIUI13-小米11稳定版13.0.5.0_应用加载时延迟/加载慢
操作步骤
我打开一微信还要等个一两秒才能进应用加载
壁纸都放缩了 可是还是没有加载进入应用的动画
预期结果
速速解决速速解决速速解决
实际结果
速速解决速速解决速速解决"
36996309,"开发版内测,小米11,相机",2022-03-18 22:45:27,"MIUI13 3月起 小米11-开发版-相机拍照，照片黑屏
操作步骤
拍照片 没问题 
微信选图片
发出来
就剩一半了
预期结果
发送成功  没啥问题  咳咳 
实际结果
剩下一半  就剩下一半了  "
36144198,"系统动画,小米11,MIUI系统,稳定版内测",2022-03-18 22:38:25,"MIUI13-小米11稳定版13.0.6.0-应用闪退
操作步骤
绝地求生：未来之役，每次打开都闪退
预期结果
绝地求生：未来之役，每次打开都闪退
实际结果
绝地求生：未来之役，每次打开都闪退
补充说明
绝地求生：未来之役，每次打开都闪退"
36143798,"开发版内测,MIUI系统,小米11,截屏",2022-03-18 22:34:06,MIUI13 开发版 小米11 开发版 截图-长截图内容有缺失重叠
35295900,"小米11,MIUI系统,开发版内测",2022-03-18 22:04:30,"MIUI13 22.3月起 小米11 开发版 日常使用卡顿/掉帧严重
操作步骤
打开app偶发性按钮没反应，半天才回应过来，出现假死状态
预期结果
点击立马反应，跟之前一样
实际结果
几秒才反应过来…字数补丁"
36232382,"小米11,相机,MIUI系统",2022-03-18 20:48:49,"MIUI13 22.3月起 小米11 开发版 相机卡顿
操作步骤
卡到不省人事"
36138578,"系统动画,小米11,开发版内测,MIUI系统",2022-03-18 15:55:05,"MIUI13-22.3月起小米11开发版_部分应用过渡动画消失
操作步骤
发热严重，在动画出现半屏的时候直接滑回去一直这样就会没有过度动画。
预期结果
希望可以把功耗降低可以吗？可以把游戏帧率稳一下吗？可以把刷抖音都卡的卡顿修一下吗？可以把120刷新率优化的流畅一点吗？
实际结果
可以修复？？？？？？
补充说明
可以修复？？？"
36227617,"小米11,无线充电,开发版内测,MIUI系统",2022-03-18 14:08:47,"MIUI13-截止3.20 小米11 开发版 55W无线充电断断续续
操作步骤
小米11更新到开发版22.3.16版本后，放在无线充电器上，无法激活快充，并且会反复闪屏
预期结果
希望尽快解决无线充电的问题
实际结果
放在无线充电器上会反复闪屏"
35286220,"小米11,MIUI系统,有线充电",2022-03-18 08:04:53,MIUI13 小米11 稳定版 13.0.6.0 55w有线充电 偶现无法激活快充
36219737,"小米11,MIUI系统,三方应用圈",2022-03-17 23:18:32,"MIUI13-小米11稳定版13.0.5.0-喜马拉雅FM闪退
操作步骤
打开一次退出后再无法进入，一直闪退重装也是打开只要退出再进就闪退。卸载重装，清除数据，重新更新系统完整包。
预期结果
修复APP闪退问题，设备发热问题。
实际结果
依旧闪退，设备发热。"
36130033,"自由小窗,小米11,MIUI系统,稳定版内测,三方应用圈",2022-03-17 21:53:31,"MIUI13-小米11稳定版13.0.6.0-光遇无法进行小窗
操作步骤
正常玩游戏，什么都没动，突然没了
预期结果
更多软件可以挂自由窗口
实际结果
等待中.........."
36498276,"开发版内测,MIUI系统,三方应用圈,应用包管理组件,电话,开发版公测,小米11,小米MIX 4,Redmi K40/Pro,小米社区,服务与反馈APP,应用商店,屏幕显示,应用行为记录,桌面,小米11 Ultra",2022-03-17 16:12:57,"MIUI13 22.3月起 Instagram闪退
操作步骤
打开Instagram闪退，可以正常浏览一两秒，然后就闪退了
预期结果
正常浏览Instagram
实际结果
打开后看了一两秒Instagram就闪退了"
35276905,"MIUI系统,小米11,声音和振动",2022-03-17 14:54:07,"MIUI13 小米11 稳定版 13.0.5.0 触感震动反馈异常 震动弱
操作步骤
触感反馈强度太弱，丝毫感受不到交互体验，影响日常使用，强烈建议增强触感反馈强度！！！"
35276865,"小米11,网络信号,MIUI系统,开发版内测",2022-03-17 13:22:58,"MIUI13 截止3.20 小米11 开发版 数据断流
操作步骤
这断流也太严重了吧。"
36211427,"开发版内测,MIUI小部件,Redmi K30/Pro,屏幕时间管理,小米11",2022-03-17 13:12:07,"MIUI13 开发版 屏幕使用时间小部件丢失
操作步骤
打开桌面，选择添加小部件，搜索屏幕使用时间
预期结果
能找到屏幕使用时间小部件
实际结果
无法找到屏幕使用时间小部件"
35274830,"MIUI系统,小米11,手机管家,开发版内测",2022-03-17 11:08:47,"MIUI13-22.3月起开发版-桌面全局侧边栏同时出现两个白条
操作步骤
不知道，不知道不知道不知道
预期结果
只有一个小白条，。。，
实际结果
出现两个小白条且都能呼出侧边栏"
36209137,"小米11,MIUI系统,有线充电",2022-03-17 10:49:38,"MIUI13 小米11 稳定版 13.0.5.0 充电场景无故自动关机
操作步骤
兄弟们，我的手机用小米的55w无线充电器充电会自动关机，有兄弟知道怎么回事吗？"
36493626,"MIUI系统,小米11,三方应用圈,网络信号",2022-03-17 09:30:05,"MIUI13-小米11稳定版13.0.5.0第三方软件下载应用安装后提示无法联网
操作步骤
用抖音下载原神安装后打开无法进入 用QQ微信QQ浏览器等下载的软件都无法进入提示网络异常
预期结果
希望修复第三方软件下载应用能够正常使用
实际结果
抖音下载原神用不了 QQ下载游戏无法进入"
35271360,"小米11,MIUI系统,三方应用圈",2022-03-16 23:59:30,"MIUI13 小米11 稳定版 13.0.5.0 原神闪退
操作步骤
进入游戏会闪退一下，从后台切入时会先黑屏一下
预期结果
希望能修复这个问题，给用户更好的游戏体验
实际结果
什么是实际结果，看不"
36205112,"开发版内测,温度控制,小米11,三方应用圈",2022-03-16 23:25:27,"MIUI13 截止3.20 小米11 开发版 游戏发热严重
操作步骤
打开王者荣耀 手机温度特别高 游戏帧数到30
退出游戏 手机120hz刷新率锁到60hz 且卡顿
预期结果
调度提升 温度下降 不卡顿
实际结果
手机卡顿 温度高 体验极差"
35270635,"小米11,状态栏,MIUI系统",2022-03-16 23:11:22,MIUI13 状态栏 建议新增优化防误触功能
36202992,"小米11,耗电,MIUI系统",2022-03-16 21:51:11,"MIUI13 小米11 稳定版 13.0.5.0 语音唤醒耗电严重
操作步骤
这就离大谱，充满电到下午没动过，一个语音唤醒耗电这么恐怖"
36202382,"小米11,MIUI系统",2022-03-16 21:04:29,"MIUI13-小米11稳定版13.0.5-无故自动关机/重启
操作步骤
小米11，正常使用过程中突然黑屏，然后自动开机到出现logo界面后，便进入了不停自动关机重启的无线循环中，期间任何操作无反应！！！！整个过程持续长达10几分钟（期间很焦虑，手机资料巨多），已经严重影响本人工作。 不知道下次会在什么场合出现同样的问题，强烈要求退货！！！！
不能上传视频，看截图里面的时间线，就是这样一直循环！！！"
36487331,"开发版内测,MIUI系统,控制中心,小米11",2022-03-16 20:24:47,"MIUI13-22.3月起 开发版 偶现下拉控制中心全屏/局模糊
操作步骤
兄弟们，我的状态栏没了"
36957749,"相机,小米11,MIUI系统",2022-03-16 16:30:42,"MIUI13-22.3月起 小米11 开发版 相机异常/闪退

操作步骤
每拍摄任何一张照片，水印都不显示，然后拍摄几张照片就闪退，报错
预期结果
能够正常拍摄，会显示水印，不闪退
实际结果
每拍摄任何一张照片，水印都不显示，然后拍摄几张照片就闪退，报错"
36957919,"小米11,温度控制,MIUI系统,有线充电",2022-03-16 16:15:00,"MIUI13 小米11 公测版 13.0.6.1.15 充电场景发热发烫严重
操作步骤
再用小米，我是狗。这次的11算是让我绝望了，晚上充个电，都要高温，早上的时候直接烫手。。"
36957634,"小米11,MIUI系统,有线充电",2022-03-16 16:12:18,"MIUI13 小米11 稳定版 13.0.5.0 55W有线充电 断断续续
操作步骤
充电一直断断续续"
35264800,"小米11,MIUI系统,有线充电",2022-03-16 16:06:26,"MIUI13 小米11 稳定版 13.0.6.0 55w有线充电 速率慢
操作步骤
你们的手机现在充电有没有变慢，我现在充电变的贼慢，有知道怎么回事的吗？"
35264365,"有线充电,小米11,开发版内测,MIUI系统",2022-03-16 15:39:50,"MIUI13-截止3.20 小米11 开发版 55W有线充电断断续续
操作步骤
充电宝充电容易出现，充电器频率较少，重启后恢复正常
预期结果
充电宝充电出现比较频繁
实际结果
需重启才能恢复正常。"
36956499,"小米11,相机,MIUI系统",2022-03-16 14:57:45,MIUI13 22.3月起 小米11 开发版 相机画面异常抖动
36479801,"小米11,三方应用圈",2022-03-16 11:48:05,"MIUI13-小米11稳定版13.0.5.0咪咕音乐频繁闪退
操作步骤
打开咪咕听一会儿歌就闪退了，基本打开5分钟闪退一次吧
预期结果
没到5分钟就闪退了。
实际结果
不停的闪退，很影响体验啊。"
